qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,engine_type,mode,json_reference,model_url,has_hotspots,wordbank,question_score,full_json_content,filename,folder
02-001_Q1,T1,Set Notation & Regions,Quest 2: Reading Regions,E,Simulation,,1,List the elements of Y ∩ Z,,,,,,List the numbers found in the overlapping middle part.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Notation & Regions"",   ""variantTitle"": ""Quest 2: Reading Regions"",   ""sets"": {     ""A"": { ""label"": ""Y"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""Z"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [2, 5, 9],     ""center"": [4, 6, 7],     ""right"": [2],     ""outside"": []   },   ""questions"": [     {       ""type"": ""LIST"",       ""targetRegion"": ""intersection"",       ""prompt"": ""List the elements of <span style='color:#64748b'>Y ∩ Z</span>"",       ""hint"": ""List the numbers found in the overlapping middle part.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""intersection"",       ""prompt"": ""Find <span style='color:#64748b'>n(Y ∩ Z)</span>"",       ""hint"": ""Count how many numbers are in the overlap.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""left_only"",       ""prompt"": ""Find <span style='color:#9333ea'>n(Y only)</span>"",       ""hint"": ""Count items in circle Y that are NOT in Z.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""right_only"",       ""prompt"": ""Find <span style='color:#db2777'>n(Z - Y)</span>"",       ""hint"": ""This means 'Difference'. Count items in Z but NOT in Y.""     }   ] }",02-001.json,quest_02_set_notation_regions
02-001_Q2,T1,Set Notation & Regions,Quest 2: Reading Regions,E,Simulation,,2,Find n(Y ∩ Z),,,,,,Count how many numbers are in the overlap.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Notation & Regions"",   ""variantTitle"": ""Quest 2: Reading Regions"",   ""sets"": {     ""A"": { ""label"": ""Y"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""Z"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [2, 5, 9],     ""center"": [4, 6, 7],     ""right"": [2],     ""outside"": []   },   ""questions"": [     {       ""type"": ""LIST"",       ""targetRegion"": ""intersection"",       ""prompt"": ""List the elements of <span style='color:#64748b'>Y ∩ Z</span>"",       ""hint"": ""List the numbers found in the overlapping middle part.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""intersection"",       ""prompt"": ""Find <span style='color:#64748b'>n(Y ∩ Z)</span>"",       ""hint"": ""Count how many numbers are in the overlap.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""left_only"",       ""prompt"": ""Find <span style='color:#9333ea'>n(Y only)</span>"",       ""hint"": ""Count items in circle Y that are NOT in Z.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""right_only"",       ""prompt"": ""Find <span style='color:#db2777'>n(Z - Y)</span>"",       ""hint"": ""This means 'Difference'. Count items in Z but NOT in Y.""     }   ] }",02-001.json,quest_02_set_notation_regions
02-001_Q3,T1,Set Notation & Regions,Quest 2: Reading Regions,E,Simulation,,3,Find n(Y only),,,,,,Count items in circle Y that are NOT in Z.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Notation & Regions"",   ""variantTitle"": ""Quest 2: Reading Regions"",   ""sets"": {     ""A"": { ""label"": ""Y"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""Z"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [2, 5, 9],     ""center"": [4, 6, 7],     ""right"": [2],     ""outside"": []   },   ""questions"": [     {       ""type"": ""LIST"",       ""targetRegion"": ""intersection"",       ""prompt"": ""List the elements of <span style='color:#64748b'>Y ∩ Z</span>"",       ""hint"": ""List the numbers found in the overlapping middle part.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""intersection"",       ""prompt"": ""Find <span style='color:#64748b'>n(Y ∩ Z)</span>"",       ""hint"": ""Count how many numbers are in the overlap.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""left_only"",       ""prompt"": ""Find <span style='color:#9333ea'>n(Y only)</span>"",       ""hint"": ""Count items in circle Y that are NOT in Z.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""right_only"",       ""prompt"": ""Find <span style='color:#db2777'>n(Z - Y)</span>"",       ""hint"": ""This means 'Difference'. Count items in Z but NOT in Y.""     }   ] }",02-001.json,quest_02_set_notation_regions
02-001_Q4,T1,Set Notation & Regions,Quest 2: Reading Regions,E,Simulation,,4,Find n(Z - Y),,,,,,This means 'Difference'. Count items in Z but NOT in Y.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-001.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Notation & Regions"",   ""variantTitle"": ""Quest 2: Reading Regions"",   ""sets"": {     ""A"": { ""label"": ""Y"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""Z"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [2, 5, 9],     ""center"": [4, 6, 7],     ""right"": [2],     ""outside"": []   },   ""questions"": [     {       ""type"": ""LIST"",       ""targetRegion"": ""intersection"",       ""prompt"": ""List the elements of <span style='color:#64748b'>Y ∩ Z</span>"",       ""hint"": ""List the numbers found in the overlapping middle part.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""intersection"",       ""prompt"": ""Find <span style='color:#64748b'>n(Y ∩ Z)</span>"",       ""hint"": ""Count how many numbers are in the overlap.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""left_only"",       ""prompt"": ""Find <span style='color:#9333ea'>n(Y only)</span>"",       ""hint"": ""Count items in circle Y that are NOT in Z.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT"",       ""targetRegion"": ""right_only"",       ""prompt"": ""Find <span style='color:#db2777'>n(Z - Y)</span>"",       ""hint"": ""This means 'Difference'. Count items in Z but NOT in Y.""     }   ] }",02-001.json,quest_02_set_notation_regions
02-002_Q1,T1,Set Intersections,Quest 2-003: Overlap Sets,E,Simulation,,1,Show that Some Singers (S) are Dancers (D).Create an Intersection.,,,,,,Overlap the circles partially.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-002.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Intersections"",   ""variantTitle"": ""Quest 2-003: Overlap Sets"",   ""sets"": { ""A"": { ""label"": """", ""color"": ""transparent"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },   ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>Some Singers (S)</b> are <b>Dancers (D)</b>.<br>Create an Intersection."",       ""hint"": ""Overlap the circles partially."",       ""items"": [         { ""val"": ""S"", ""radius"": 60, ""color"": ""rgba(147, 51, 234, 0.2)"", ""x"": 100, ""y"": 200, ""target"": ""overlap"" },         { ""val"": ""D"", ""radius"": 60, ""color"": ""rgba(219, 39, 119, 0.2)"", ""x"": 300, ""y"": 200, ""target"": ""overlap"" }       ]     }   ] }",02-002.json,quest_02_set_notation_regions
02-003_Q1,T1,Set Relationships,Quest 2-003: Visual Relations,E,Simulation,,1,Show that All Mangoes (M) are Fruits (F).,,,,,,Place M inside F.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Relationships"",   ""variantTitle"": ""Quest 2-003: Visual Relations"",   ""sets"": { ""A"": { ""label"": """", ""color"": ""transparent"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },    ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>All Mangoes (M)</b> are <b>Fruits (F)</b>."",       ""hint"": ""Place M inside F."",       ""items"": [         { ""val"": ""F"", ""radius"": 90, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""locked"": true },         { ""val"": ""M"", ""radius"": 45, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""inside_F"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>No Cars (C)</b> are <b>Plants (P)</b>."",       ""hint"": ""Keep them separate (Disjoint)."",       ""items"": [         { ""val"": ""C"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 120, ""y"": 200, ""target"": ""disjoint"" },         { ""val"": ""P"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 280, ""y"": 200, ""target"": ""disjoint"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>Some Singers (S)</b> are <b>Dancers (D)</b>."",       ""hint"": ""Make them overlap (Intersection)."",       ""items"": [         { ""val"": ""S"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""target"": ""overlap"" },         { ""val"": ""D"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""overlap"" }       ]     }   ] }",02-003.json,quest_02_set_notation_regions
02-003_Q2,T1,Set Relationships,Quest 2-003: Visual Relations,E,Simulation,,2,Show that No Cars (C) are Plants (P).,,,,,,Keep them separate (Disjoint).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Relationships"",   ""variantTitle"": ""Quest 2-003: Visual Relations"",   ""sets"": { ""A"": { ""label"": """", ""color"": ""transparent"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },    ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>All Mangoes (M)</b> are <b>Fruits (F)</b>."",       ""hint"": ""Place M inside F."",       ""items"": [         { ""val"": ""F"", ""radius"": 90, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""locked"": true },         { ""val"": ""M"", ""radius"": 45, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""inside_F"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>No Cars (C)</b> are <b>Plants (P)</b>."",       ""hint"": ""Keep them separate (Disjoint)."",       ""items"": [         { ""val"": ""C"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 120, ""y"": 200, ""target"": ""disjoint"" },         { ""val"": ""P"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 280, ""y"": 200, ""target"": ""disjoint"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>Some Singers (S)</b> are <b>Dancers (D)</b>."",       ""hint"": ""Make them overlap (Intersection)."",       ""items"": [         { ""val"": ""S"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""target"": ""overlap"" },         { ""val"": ""D"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""overlap"" }       ]     }   ] }",02-003.json,quest_02_set_notation_regions
02-003_Q3,T1,Set Relationships,Quest 2-003: Visual Relations,E,Simulation,,3,Show that Some Singers (S) are Dancers (D).,,,,,,Make them overlap (Intersection).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_02_set_notation_regions/02-003.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Set Relationships"",   ""variantTitle"": ""Quest 2-003: Visual Relations"",   ""sets"": { ""A"": { ""label"": """", ""color"": ""transparent"" }, ""B"": { ""label"": """", ""color"": ""transparent"" } },    ""zones"": { ""left"": [], ""center"": [], ""right"": [], ""outside"": [] },   ""questions"": [     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>All Mangoes (M)</b> are <b>Fruits (F)</b>."",       ""hint"": ""Place M inside F."",       ""items"": [         { ""val"": ""F"", ""radius"": 90, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""locked"": true },         { ""val"": ""M"", ""radius"": 45, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""inside_F"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>No Cars (C)</b> are <b>Plants (P)</b>."",       ""hint"": ""Keep them separate (Disjoint)."",       ""items"": [         { ""val"": ""C"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 120, ""y"": 200, ""target"": ""disjoint"" },         { ""val"": ""P"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 280, ""y"": 200, ""target"": ""disjoint"" }       ]     },     {       ""interaction"": ""DRAG_SETS"",       ""prompt"": ""Show that <b>Some Singers (S)</b> are <b>Dancers (D)</b>."",       ""hint"": ""Make them overlap (Intersection)."",       ""items"": [         { ""val"": ""S"", ""radius"": 60, ""color"": ""#f3e8ff"", ""x"": 100, ""y"": 200, ""target"": ""overlap"" },         { ""val"": ""D"", ""radius"": 60, ""color"": ""#fce7f3"", ""x"": 300, ""y"": 200, ""target"": ""overlap"" }       ]     }   ] }",02-003.json,quest_02_set_notation_regions
02-004_Q1,T1,Finding All Subsets,Quest 2-004: The Lunchbox,E,Simulation,,1,Level 1: Find all 2 subsets of {Apple}. (2¹),,,,,,,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_02_set_notation_regions/02-004.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding All Subsets"",   ""variantTitle"": ""Quest 2-004: The Lunchbox"",   ""questions"": [     {       ""items"": [""Apple""],       ""prompt"": ""Level 1: Find all 2 subsets of {Apple}. (2¹)""     },     {       ""items"": [""Apple"", ""Banana""],       ""prompt"": ""Level 2: Find all 4 subsets of {Apple, Banana}. (2²)""     },     {       ""items"": [""Apple"", ""Banana"", ""Orange""],       ""prompt"": ""Level 3: Find all 8 subsets of {Apple, Banana, Orange}. (2³)""     }   ] }",02-004.json,quest_02_set_notation_regions
02-004_Q2,T1,Finding All Subsets,Quest 2-004: The Lunchbox,E,Simulation,,2,"Level 2: Find all 4 subsets of {Apple, Banana}. (2²)",,,,,,,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_02_set_notation_regions/02-004.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding All Subsets"",   ""variantTitle"": ""Quest 2-004: The Lunchbox"",   ""questions"": [     {       ""items"": [""Apple""],       ""prompt"": ""Level 1: Find all 2 subsets of {Apple}. (2¹)""     },     {       ""items"": [""Apple"", ""Banana""],       ""prompt"": ""Level 2: Find all 4 subsets of {Apple, Banana}. (2²)""     },     {       ""items"": [""Apple"", ""Banana"", ""Orange""],       ""prompt"": ""Level 3: Find all 8 subsets of {Apple, Banana, Orange}. (2³)""     }   ] }",02-004.json,quest_02_set_notation_regions
02-004_Q3,T1,Finding All Subsets,Quest 2-004: The Lunchbox,E,Simulation,,3,"Level 3: Find all 8 subsets of {Apple, Banana, Orange}. (2³)",,,,,,,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_02_set_notation_regions/02-004.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding All Subsets"",   ""variantTitle"": ""Quest 2-004: The Lunchbox"",   ""questions"": [     {       ""items"": [""Apple""],       ""prompt"": ""Level 1: Find all 2 subsets of {Apple}. (2¹)""     },     {       ""items"": [""Apple"", ""Banana""],       ""prompt"": ""Level 2: Find all 4 subsets of {Apple, Banana}. (2²)""     },     {       ""items"": [""Apple"", ""Banana"", ""Orange""],       ""prompt"": ""Level 3: Find all 8 subsets of {Apple, Banana, Orange}. (2³)""     }   ] }",02-004.json,quest_02_set_notation_regions
02-005_Q1,T1,Finding Subsets,Quest 3-002: The Toy Van,E,Simulation,,1,Level 1: Load the Van! Find all 2 subsets of {Car}.,,,,,,1. Empty Van (∅) 2. Just the Car,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_02_set_notation_regions/02-005.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding Subsets"",   ""variantTitle"": ""Quest 3-002: The Toy Van"",   ""questions"": [     {       ""items"": [""Car""],       ""prompt"": ""Level 1: Load the Van! Find all 2 subsets of {Car}."",       ""hint"": ""1. Empty Van (∅)\n2. Just the Car""     },     {       ""items"": [""Ball"", ""Bear""],       ""prompt"": ""Level 2: Find all 4 subsets of {Ball, Bear}."",       ""hint"": ""Don't forget the Empty Set and the Full Set!""     },     {       ""items"": [""Car"", ""Ball"", ""Bear""],       ""prompt"": ""Level 3: Master Mover! Find all 8 subsets."",       ""hint"": ""List:\n- Empty\n- Singles (3)\n- Doubles (3)\n- Full Set (1)""     }   ] }",02-005.json,quest_02_set_notation_regions
02-005_Q2,T1,Finding Subsets,Quest 3-002: The Toy Van,E,Simulation,,2,"Level 2: Find all 4 subsets of {Ball, Bear}.",,,,,,Don't forget the Empty Set and the Full Set!,,,[],SUBSET_GAME,quiz,content/math/set_theory/quest_02_set_notation_regions/02-005.json,,No,,5,"{   ""engineType"": ""SUBSET_GAME"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding Subsets"",   ""variantTitle"": ""Quest 3-002: The Toy Van"",   ""questions"": [     {       ""items"": [""Car""],       ""prompt"": ""Level 1: Load the Van! Find all 2 subsets of {Car}."",       ""hint"": ""1. Empty Van (∅)\n2. Just the Car""     },     {       ""items"": [""Ball"", ""Bear""],       ""prompt"": ""Level 2: Find all 4 subsets of {Ball, Bear}."",       ""hint"": ""Don't forget the Empty Set and the Full Set!""     },     {       ""items"": [""Car"", ""Ball"", ""Bear""],       ""prompt"": ""Level 3: Master Mover! Find all 8 subsets."",       ""hint"": ""List:\n- Empty\n- Singles (3)\n- Doubles (3)\n- Full Set (1)""     }   ] }",02-005.json,quest_02_set_notation_regions
